database	gene	score	chr	start	stop
haploins_v3	SLCO6A1	0.000655636	5	101707486	101834720
haploins_v3	MICB	0.000655639	6	31462658	31478901
haploins_v3	CD59	0.000655892	11	33719807	33757991
haploins_v3	PILRB	0.000656849	7	99933737	99965356
haploins_v3	SMIM21	0.000657438	18	73121431	73139658
haploins_v3	RAET1E	0.000659491	6	150204511	150219238
haploins_v3	ARMS2	0.000659964	10	124214169	124216868
haploins_v3	PHGR1	0.000660043	15	40643234	40648635
haploins_v3	CCDC140	0.00066205	2	223162866	223169936
haploins_v3	PRAMEF8	0.000662964	1	13386646	13390765
haploins_v3	CD300E	0.000663615	17	72606026	72619897
haploins_v3	ZNF83	0.000666452	19	53097313	53193749
haploins_v3	CD48	0.000667254	1	160648536	160681641
haploins_v3	ZNF117	0.000669116	7	64432154	64467062
haploins_v3	TAS2R8	0.000670164	12	10958650	10959892
haploins_v3	PIWIL3	0.00067048	22	25115001	25170687
haploins_v3	ZNF77	0.000671076	19	2933216	2944969
haploins_v3	IFNA14	0.000671592	9	21239201	21239978
haploins_v3	ZNF28	0.000672621	19	53300662	53360853
haploins_v3	HCG27	0.000672961	6	31165537	31171745
haploins_v3	ZNF99	0.000673392	19	22939007	22966909
haploins_v3	ZNF578	0.000673776	19	52956829	53015407
haploins_v3	SSX1	0.000674357	X	48114752	48126879
haploins_v3	CST11	0.000677731	20	23431040	23433494
haploins_v3	SPANXN4	0.000677744	X	142113704	142122488
haploins_v3	CST2	0.000679439	20	23804406	23807368
haploins_v3	HUS1B	0.000681319	6	655939	656963
haploins_v3	PRR20A	0.000681391	13	57715052	57718073
haploins_v3	PSORS1C1	0.000682448	6	31082527	31107869
haploins_v3	CCL1	0.000685358	17	32687347	32690250
haploins_v3	KHDC1L	0.000686739	6	73933267	73935493
haploins_v3	TRIM49D1	0.000687208	11	89644279	89654935
haploins_v3	CT47A2	0.000687805	X	120111466	120114778
haploins_v3	PSG8	0.000687941	19	43256838	43359843
haploins_v3	DUX4L6	0.00068972	4	190995380	190997190
haploins_v3	CD1A	0.000689767	1	158223927	158228059
haploins_v3	TAS2R30	0.0006902	12	11285557	11287243
haploins_v3	BCL2L10	0.000691704	15	52401460	52404972
haploins_v3	KLRC4	0.000692426	12	10559983	10562356
haploins_v3	ZNF587	0.000692554	19	58361225	58376480
haploins_v3	ARHGEF35	0.000692626	7	143883176	143991230
haploins_v3	C2orf48	0.00069338	2	10281509	10351851
haploins_v3	PRH2	0.000693516	12	11081835	11084940
haploins_v3	ZNF443	0.000694602	19	12540521	12551926
haploins_v3	FUT6	0.000694605	19	5830621	5839742
haploins_v3	TCEB3CL2	0.000694671	18	44542730	44544607
haploins_v3	PRH1	0.00069529	12	11033610	11036854
haploins_v3	TNFRSF10B	0.000696636	8	22877646	22926692
haploins_v3	OR2T12	0.000698032	1	248457918	248458880
haploins_v3	SLC22A10	0.000698114	11	62905339	63137190
haploins_v3	IL36A	0.000699142	2	113763038	113765621
haploins_v3	BSPH1	0.00069923	19	48471303	48495427
haploins_v3	ZNF562	0.000700004	19	9759330	9785776
haploins_v3	CD300LD	0.000702274	17	72575504	72588422
haploins_v3	C15orf53	0.000703628	15	38988799	38992239
haploins_v3	RFPL1	0.000705614	22	29834572	29838444
haploins_v3	DRICH1	0.000706827	22	23950639	23974508
haploins_v3	CT47A12	0.000708324	X	120011344	120066151
haploins_v3	CD300A	0.000708365	17	72462555	72480933
haploins_v3	PYDC1	0.000712033	16	31227283	31228680
haploins_v3	TAS2R46	0.000713016	12	11213964	11214893
haploins_v3	CT47A11	0.000713211	X	120067700	120071012
haploins_v3	CST9L	0.000714685	20	23545369	23549386
haploins_v3	APOBEC3H	0.000715686	22	39493229	39500072
haploins_v3	ZNF549	0.000716245	19	58038693	58068910
haploins_v3	LILRB3	0.000716345	19	54720147	54746602
haploins_v3	KIR2DL4	0.000718329	19	55236002	55325972
haploins_v3	FCRL2	0.000718798	1	157715523	157746922
haploins_v3	SPAG11A	0.000720022	8	7705398	7726389
haploins_v3	PAGE1	0.000721048	X	49452053	49460596
haploins_v3	VN1R4	0.000722156	19	53769929	53770972
haploins_v3	LINC00923	0.000724266	15	98285448	98417780
haploins_v3	COLCA1	0.000728869	11	111164114	111175770
haploins_v3	DEFA1	0.000732903	8	6835171	6837602
haploins_v3	ZNF155	0.000733517	19	44472014	44502477
haploins_v3	CFHR2	0.000734452	1	196788898	196928356
haploins_v3	C1orf195	0.000734723	1	15490840	15497813
haploins_v3	ZNF671	0.000735456	19	58231119	58238992
haploins_v3	TAS2R13	0.000735688	12	11060525	11062161
haploins_v3	CXCL13	0.000735911	4	78432907	78532988
haploins_v3	C9orf139	0.000737675	9	139921916	139931234
haploins_v3	CLEC2D	0.000737719	12	9817565	9848413
haploins_v3	ZNF415	0.000738826	19	53611132	53636330
haploins_v3	ZBP1	0.00074067	20	56178902	56195632
haploins_v3	SRRM5	0.000741278	19	44100769	44118649
haploins_v3	PRAMEF14	0.000741819	1	13668269	13673511
haploins_v3	GAGE12C	0.000742297	X	49296814	49304141
haploins_v3	GAGE2E	0.000743053	X	49197607	49204923
haploins_v3	TGIF2LX	0.000743161	X	89176881	89177882
haploins_v3	SERPINA3	0.000743978	14	95078714	95090392
haploins_v3	SPATA31A7	0.000744007	9	65503363	65509610
haploins_v3	MS4A4A	0.000745144	11	60048014	60076445
haploins_v3	CEACAM5	0.000745649	19	42212504	42233718
haploins_v3	ZNF582	0.000746114	19	56887413	56904914
haploins_v3	CT47A10	0.000746432	X	120072561	120075873
haploins_v3	SPESP1	0.000746625	15	69110560	69239150
haploins_v3	ZNF441	0.000749843	19	11877815	11894893
haploins_v3	PSG2	0.000750083	19	43568363	43587197
haploins_v3	C11orf72	0.00075155	11	67370351	67374177
haploins_v3	CD2	0.000751831	1	117297007	117311850
haploins_v3	OR7E24	0.000752421	19	9361606	9362820
haploins_v3	DEFB104A	0.000754004	8	7693993	7698764
haploins_v3	LGALS14	0.000754313	19	40194946	40200084
haploins_v3	ZNF717	0.000754901	3	75758794	75834734
haploins_v3	PRAMEF3	0.000755167	1	13328196	13331692
haploins_v3	HHLA3	0.000757426	1	70820488	70851022
haploins_v3	PAGE3	0.000757545	X	55284848	55291279
haploins_v3	ZNF721	0.000757621	4	419604	492945
haploins_v3	ZNF337	0.000757967	20	25654851	25677477
haploins_v3	VCX3B	0.000759636	X	8432871	8434550
haploins_v3	PSG3	0.00075964	19	43225790	43244721
haploins_v3	CLEC2A	0.000760829	12	10051272	10084980
haploins_v3	NANOGNB	0.000761292	12	7917812	7926717
haploins_v3	NLRP7	0.000761619	19	55434877	55477680
haploins_v3	SLC22A25	0.00076224	11	62931248	62997124
haploins_v3	DEFA1B	0.000762595	8	6854288	6875778
haploins_v3	OR14C36	0.000763314	1	248512077	248513015
haploins_v3	CSAG1	0.000765743	X	151903228	151909518
haploins_v3	SPATA31A5	0.00076599	9	41500679	41506925
haploins_v3	DEFB135	0.000768548	8	11839830	11842099
haploins_v3	C21orf62-AS1	0.000768866	21	34144411	34266043
haploins_v3	OR7C1	0.000769481	19	14909958	14911023
haploins_v3	SSX3	0.00076972	X	48205863	48216142
haploins_v3	PAGE5	0.000770561	X	55246788	55250541
haploins_v3	VENTX	0.000771645	10	135050908	135055433
haploins_v3	LRRC37A	0.000771909	17	44370099	44415160
haploins_v3	ZNF611	0.00077218	19	53206066	53238326
haploins_v3	CCDC57	0.000772577	17	80059336	80170706
haploins_v3	PRAMEF15	0.000774656	1	13641973	13648988
haploins_v3	CT47A5	0.000775274	X	120092019	120100198
haploins_v3	TMEM75	0.0007755	8	128959126	128960591
haploins_v3	MAGEA9	0.000776411	X	148863592	148869399
haploins_v3	GAGE12D	0.000776951	X	49306370	49313697
haploins_v3	TEX101	0.000777135	19	43905648	43922763
haploins_v3	XAGE3	0.000778659	X	52891557	52897099
haploins_v3	DUX4L7	0.000778837	4	190992087	190993897
haploins_v3	CT45A6	0.000778976	X	134962849	134971244
haploins_v3	CCDC144NL	0.000779475	17	20739760	20799453
haploins_v3	SMCP	0.000782343	1	152850793	152857523
haploins_v3	EID2B	0.000782608	19	40021630	40023494
haploins_v3	PRB2	0.000783872	12	11544476	11653975
haploins_v3	NBPF8	0.000785169	1	144146808	144224481
haploins_v3	PAGE2B	0.000785529	X	55101496	55105342
haploins_v3	LILRB1	0.00078612	19	55085346	55148979
haploins_v3	NUTM2F	0.000786519	9	97077605	97090926
haploins_v3	NUTM2A	0.000786939	10	88985205	88996665
haploins_v3	NPIPA3	0.000787204	16	14802801	14820195
haploins_v3	LINC01550	0.000788168	14	98391947	98444461
haploins_v3	PRAMEF13	0.000789739	1	13447414	13452656
haploins_v3	MAGEA2B	0.000789811	X	151883082	151887096
haploins_v3	CATSPERD	0.000789892	19	5720688	5778745
haploins_v3	PRR23A	0.000790221	3	138722804	138725110
haploins_v3	C6orf118	0.000790871	6	165693153	165723096
haploins_v3	APOBR	0.000791084	16	28505970	28510291
haploins_v3	AADACL4	0.000791222	1	12704566	12727097
haploins_v3	GAGE12I	0.000791892	X	49216659	49223943
haploins_v3	ZNF681	0.000792742	19	23921997	23941693
haploins_v3	C6orf141	0.000793334	6	49518113	49529620
haploins_v3	ZNF121	0.000794084	19	9671029	9695209
haploins_v3	NBPF11	0.00079718	1	146032647	146082765
haploins_v3	HBM	0.000797697	16	203891	216767
haploins_v3	GAGE12H	0.000799782	X	49344586	49351904
haploins_v3	FAM47C	0.000799995	X	37026432	37029739
haploins_v3	NBPF1	0.000800065	1	16888814	16940057
haploins_v3	LILRA6	0.000800257	19	54720737	54746649
haploins_v3	MS4A6E	0.000800637	11	60102304	60164069
haploins_v3	TYMSOS	0.00080118	18	641320	658340
haploins_v3	GAGE2B	0.000802682	X	49235708	49242997
haploins_v3	SSX4B	0.000804221	X	48261523	48271355
haploins_v3	ZNF17	0.000804258	19	57922531	57933307
haploins_v3	POM121L2	0.000805255	6	27253682	27279949
haploins_v3	SP140L	0.000807166	2	231191899	231268447
haploins_v3	PSG11	0.000807625	19	43511808	43530664
haploins_v3	FAM9A	0.000808458	X	8758836	8769424
haploins_v3	TRIM43	0.000810802	2	96257766	96265526
haploins_v3	CFHR4	0.00081092	1	196819371	196888102
haploins_v3	PRAMEF5	0.000810997	1	13108842	13112679
haploins_v3	CDRT15	0.000811376	17	14138990	14140179
haploins_v3	GAGE10	0.000811679	X	49160148	49176323
haploins_v3	CST4	0.000811939	20	23666277	23669677
haploins_v3	CLPSL1	0.00081296	6	35748794	35761452
haploins_v3	PRAMEF9	0.000814421	1	13421176	13428191
haploins_v3	TAS2R50	0.000815994	12	11138512	11139511
haploins_v3	ZNF561	0.000818333	19	9715356	9732075
haploins_v3	HSFY1	0.000818573	Y	20708557	20750849
haploins_v3	PAGE2	0.000820462	X	55115441	55119275
haploins_v3	OVCH1-AS1	0.000823096	12	29542227	29640421
haploins_v3	ZNF229	0.00082353	19	44921685	44952766
haploins_v3	FAM167A-AS1	0.000825171	8	11225911	11296167
haploins_v3	MISP	0.000825618	19	751126	764319
haploins_v3	ICAM3	0.000828486	19	10444452	10450499
haploins_v3	PLIN4	0.000829699	19	4502204	4517716
haploins_v3	PRAMEF16	0.00083188	1	13495254	13498260
haploins_v3	IL3RA	0.000832995	X	1455509	1501578
haploins_v3	GAGE1	0.000833243	X	49363628	49373139
haploins_v3	GAGE12J	0.000833405	X	49178536	49185863
haploins_v3	SLC22A24	0.000834138	11	62847412	62911693
haploins_v3	TAS2R43	0.000835456	12	11243886	11244912
haploins_v3	PNMA3	0.000835607	X	152224766	152228827
haploins_v3	C1orf137	0.000839459	1	117236734	117249225
haploins_v3	CCDC27	0.000839912	1	3668962	3688209
haploins_v3	RP1L1	0.000840698	8	10463859	10569697
haploins_v3	XAGE2	0.000842258	X	52380351	52387001
haploins_v3	CD1C	0.000842564	1	158259576	158263420
haploins_v3	ZNF426	0.000842661	19	9638667	9649303
haploins_v3	GOLGA6L2	0.000844228	15	23684645	23692381
haploins_v3	CCL25	0.000844241	19	8117651	8127534
haploins_v3	MS4A10	0.000844483	11	60552821	60568778
haploins_v3	ZNF222	0.000845022	19	44529494	44537265
haploins_v3	LINC01587	0.000845331	4	5526296	5529528
haploins_v3	PRY	0.00084584	Y	24636544	24660784
haploins_v3	C19orf18	0.000845948	19	58469805	58485902
haploins_v3	HJURP	0.000846128	2	234742062	234763212
haploins_v3	CT47A7	0.000847315	X	120087142	120090454
haploins_v3	TMEM176A	0.000848236	7	150497491	150502208
haploins_v3	RNASE3	0.000849281	14	21359558	21360507
haploins_v3	MS4A18	0.000849375	11	60496789	60511685
haploins_v3	PATE4	0.000850084	11	125703211	125709964
haploins_v3	C11orf24	0.000851804	11	68028803	68039469
haploins_v3	TAS2R9	0.000852485	12	10961693	10962767
haploins_v3	EXOC3-AS1	0.000853837	5	441645	443258
haploins_v3	NBPF14	0.000854747	1	148003642	148025863
haploins_v3	XAGE1C	0.000856252	X	52511761	52516905
haploins_v3	ZNF440	0.000856885	19	11925099	11946016
haploins_v3	GAGE12G	0.000857317	X	49335037	49342357
haploins_v3	PAGE4	0.000857477	X	49593863	49598576
haploins_v3	MAGEB3	0.000858122	X	30248553	30255607
haploins_v3	CARD17	0.000858204	11	104963196	104972158
haploins_v3	ADAM20	0.000858397	14	70989075	71001732
haploins_v3	ZNF519	0.00085868	18	14057456	14132489
haploins_v3	C22orf34	0.000859985	22	49808176	50051190
haploins_v3	TAS2R10	0.00086234	12	10977916	10978957
haploins_v3	GLYATL1	0.00086271	11	58672871	58811000
haploins_v3	USP29	0.000863165	19	57630506	57643294
haploins_v3	C11orf40	0.000863852	11	4592653	4599050
haploins_v3	CLC	0.000863861	19	40221890	40228668
haploins_v3	GAGE13	0.00086395	X	49188094	49195366
haploins_v3	PSG9	0.000866853	19	43715943	43773682
haploins_v3	ZNF195	0.000866882	11	3360491	3400448
haploins_v3	ZNF433	0.00086903	19	12125547	12146556
haploins_v3	CLEC4M	0.000869781	19	7828035	7834491
haploins_v3	PRAMEF17	0.000870127	1	13716092	13719089
haploins_v3	C9orf50	0.000870647	9	132374504	132383055
haploins_v3	GPIHBP1	0.000870813	8	144295068	144299044
haploins_v3	GAGE12B	0.000871018	X	49294472	49294588
haploins_v3	ZNF492	0.000871409	19	22817126	22850472
haploins_v3	ZNF69	0.000871623	19	11998599	12025144
haploins_v3	CALML5	0.000872052	10	5540658	5541533
haploins_v3	ZNF439	0.000872171	19	11959541	11994565
haploins_v3	ZNF417	0.000872749	19	58411664	58427978
haploins_v3	KIR2DL3	0.000872917	19	55249980	55295776
haploins_v3	FAM220A	0.000873558	7	6369040	6388612
haploins_v3	GPR32	0.000875379	19	51273721	51274989
haploins_v3	TBC1D26	0.000876918	17	15635561	15649476
haploins_v3	ZNF678	0.00087719	1	227751244	227865144
haploins_v3	OR7G3	0.000877541	19	9236688	9237626
haploins_v3	C19orf24	0.0008779	19	1275026	1279248
haploins_v3	ZNF729	0.000879851	19	22469210	22499978
haploins_v3	PF4V1	0.000879894	4	74718906	74719872
haploins_v3	C1orf127	0.000880399	1	11006528	11042094
haploins_v3	PRAMEF22	0.000880441	1	13035543	13038381
haploins_v3	XAGE1B	0.000880838	X	52235228	52243954
haploins_v3	NCR2	0.000881326	6	41303393	41318625
haploins_v3	LRRC3DN	0.00088256	21	45879814	45882078
haploins_v3	TRIM77	0.000883503	11	89443467	89451040
haploins_v3	ADAMTSL4-AS1	0.000884593	1	150533480	150533969
haploins_v3	ZNF559	0.000886831	19	9434448	9461838
haploins_v3	CD200R1L	0.000888221	3	112534556	112565703
haploins_v3	LINC01548	0.000889252	21	34537776	34542541
haploins_v3	LRRC66	0.000890136	4	52859868	52883786
haploins_v3	MAGEB17	0.000890217	X	16185604	16189587
haploins_v3	MUC12	0.000890812	7	100612904	100662230
haploins_v3	FRG2C	0.000891988	3	75713481	75716371
haploins_v3	PSAPL1	0.000892338	4	7432022	7436700
haploins_v3	MILR1	0.000893111	17	62461569	62464760
haploins_v3	PRSS38	0.00089396	1	228003394	228034171
haploins_v3	PRAMEF2	0.000895134	1	12916941	12921764
haploins_v3	NPCDR1	0.000896554	3	59957215	59957583
haploins_v3	ZNF708	0.000897854	19	21473962	21512227
haploins_v3	SSX2	0.000897874	X	52725946	52736239
haploins_v3	DPRX	0.00089996	19	54135310	54140263
haploins_v3	LMO7DN	0.000900221	13	76445187	76457947
haploins_v3	SPZ1	0.000900618	5	79615444	79617661
haploins_v3	C1orf167	0.000902211	1	11821844	11849642
haploins_v3	NPIPB3	0.000903458	16	21413558	21459888
haploins_v3	MAGEA8	0.000903726	X	149009941	149014609
haploins_v3	LILRA1	0.000907107	19	55105047	55113555
haploins_v3	PKDREJ	0.000907596	22	46651560	46659219
haploins_v3	CD244	0.000908405	1	160799950	160832692
haploins_v3	DAOA	0.00091047	13	106118216	106143383
haploins_v3	ZNF43	0.000910694	19	21987752	22034927
haploins_v3	USP17L2	0.000910877	8	11994677	11996586
haploins_v3	TCL1A	0.000912406	14	96176304	96180533
haploins_v3	C15orf56	0.000912532	15	40542865	40545170
haploins_v3	CRIPAK	0.000914016	4	1385340	1389780
haploins_v3	NBPF10	0.000914854	1	145289772	145370303
haploins_v3	DMRTC1B	0.000915345	X	71996833	72068636
haploins_v3	SIRPB1	0.000916785	20	1544167	1600707
haploins_v3	KRTAP19-8	0.000919623	21	32410478	32410795
haploins_v3	DEFB129	0.000922937	20	207899	210527
haploins_v3	ZNF469	0.000923153	16	88493879	88507165
haploins_v3	ZNF816	0.000923354	19	53430388	53466164
haploins_v3	TRIM49B	0.000926597	11	49050504	49059579
haploins_v3	LINC01558	0.000929229	6	168185217	168197539
haploins_v3	ZNF564	0.000930238	19	12636184	12662356
haploins_v3	POTEG	0.000931015	14	19553365	19590078
haploins_v3	PRR25	0.000931731	16	855443	863861
haploins_v3	ODF4	0.000931868	17	8243182	8249364
haploins_v3	TXNRD3NB	0.000934694	3	126290625	126327398
haploins_v3	OR2T34	0.000935747	1	248737022	248738080
haploins_v3	XAGE1D	0.000936622	X	52528159	52533303
haploins_v3	FAM120AOS	0.000936976	9	96208776	96215874
haploins_v3	SYCE1L	0.000938704	16	77233294	77247112
haploins_v3	KIAA1257	0.000939337	3	128628709	128721533
haploins_v3	CD22	0.000939875	19	35810164	35838258
haploins_v3	XKR3	0.000941139	22	17264302	17302589
haploins_v3	VN1R2	0.000941431	19	53761545	53765090
haploins_v3	C8orf86	0.000942492	8	38368352	38386180
haploins_v3	C12orf79	0.000942594	12	92378756	92536690
haploins_v3	MBD3L3	0.000944605	19	7056220	7058651
haploins_v3	GSDMB	0.00094476	17	38060848	38076107
haploins_v3	ZNF556	0.000944908	19	2867333	2878515
haploins_v3	SSX7	0.000946885	X	52673140	52683950
haploins_v3	MNDA	0.000948665	1	158801107	158819296
haploins_v3	CDRT15L2	0.000949119	17	20483037	20484224
haploins_v3	ZNF134	0.000949797	19	58125601	58134724
haploins_v3	USP17L28	0.000951279	4	9350619	9352211
haploins_v3	TRIM48	0.000951348	11	55029658	55038595
haploins_v3	NUTM2E	0.000952793	10	81601114	81610632
haploins_v3	ZNF705B	0.000954995	8	7783859	7812271
haploins_v3	CT47A8	0.000955631	X	120082282	120085594
haploins_v3	PRAMEF26	0.000956346	1	13216356	13219581
haploins_v3	SIGLEC14	0.000956802	19	52145806	52150054
haploins_v3	MBD3L2	0.000956996	19	7049332	7051746
haploins_v3	ZNF493	0.000957032	19	21579921	21610375
haploins_v3	PNMA5	0.000957777	X	152157368	152162671
haploins_v3	SLAMF7	0.000959612	1	160709037	160724611
haploins_v3	C12orf74	0.000959693	12	93096619	93102325
haploins_v3	ZNF284	0.000961429	19	44576297	44593766
haploins_v3	XAGE1E	0.000962912	X	52541053	52546197
haploins_v3	GIMAP6	0.000963002	7	150322463	150329473
haploins_v3	KIF25	0.000963566	6	168396921	168445769
haploins_v3	CLEC4G	0.000964736	19	7793843	7798792
haploins_v3	MAGEA11	0.000964761	X	148769894	148798926
haploins_v3	MAGEB16	0.000965806	X	35816459	35821852
haploins_v3	FATE1	0.000967268	X	150884507	150891666
haploins_v3	LILRB2	0.000967305	19	54777675	54785039
haploins_v3	TPRX1	0.000967373	19	48304500	48322308
haploins_v3	PRAMEF19	0.00096752	1	13694889	13698405
haploins_v3	ADM5	0.000967533	19	50191921	50193832
haploins_v3	DEFB104B	0.000968444	8	7327830	7332604
haploins_v3	OR5T1	0.00096883	11	56043029	56044146
haploins_v3	GAGE2D	0.000970619	X	49207160	49214420
haploins_v3	CT47A6	0.00097095	X	120092025	120095337
haploins_v3	GOLGA8N	0.00097113	15	32885657	32896179
haploins_v3	WFDC10A	0.000971585	20	44258165	44259835
haploins_v3	USP26	0.00097205	X	132158659	132231137
haploins_v3	C16orf91	0.00097376	16	1469745	1479345
haploins_v3	DCAF8L2	0.000974393	X	27608499	27766908
haploins_v3	MAGEC3	0.000974674	X	140926102	140985618
haploins_v3	KIR2DL1	0.000975472	19	55281263	55295774
haploins_v3	SPG20-AS1	0.000978371	13	36920568	36943738
haploins_v3	ZNF479	0.000978562	7	57187321	57207571
haploins_v3	DYNAP	0.000978599	18	52254988	52266724
haploins_v3	ZNF705A	0.000979661	12	8290733	8341133
haploins_v3	OR14A2	0.000980277	1	247886401	247887345
haploins_v3	C3orf36	0.00098029	3	133646992	133648656
haploins_v3	PBOV1	0.000980623	6	138537129	138539627
haploins_v3	CCDC168	0.000980876	13	103381801	103389159
haploins_v3	PAEP	0.000981054	9	138453602	138458801
haploins_v3	CT47A3	0.000981332	X	120106606	120109918
haploins_v3	WFDC6	0.000981441	20	44162835	44168134
haploins_v3	ZNF138	0.000985357	7	64254766	64294054
haploins_v3	CT47A4	0.000986163	X	120101746	120105058
haploins_v3	ZNF233	0.000986193	19	44754318	44779470
haploins_v3	TEX13A	0.000986608	X	104463611	104465358
haploins_v3	ZNF419	0.000986846	19	57999079	58006048
haploins_v3	CCDC40	0.000987297	17	78010435	78074412
haploins_v3	TGIF2LY	0.000987718	Y	3447082	3448082
haploins_v3	FAM71A	0.000988293	1	212797789	212800120
haploins_v3	KIAA1462	0.000988377	10	30301729	30404423
haploins_v3	NLRP2	0.00098896	19	55464498	55512510
haploins_v3	FAM47A	0.000991143	X	34147869	34150447
haploins_v3	ZNF14	0.00099179	19	19821280	19843906
haploins_v3	SULT1C3	0.000995386	2	108863651	108881807
haploins_v3	ANKRD30B	0.000995671	18	14728271	14852737
haploins_v3	MAGEC1	0.000995741	X	140991680	140997174
haploins_v3	KLRC1	0.000995781	12	10594863	10607284
haploins_v3	C4BPA	0.000996206	1	207277607	207318317
haploins_v3	SPINK13	0.000998244	5	147647743	147665817
haploins_v3	ZNF442	0.000998314	19	12460185	12476719
